Region,District,Variety,Age (Years),Rainfed/Irrigated,Soil Type,Intercropping,Pest/Disease Pressure,Fertilizer Use (kg/tree/year),Average Yield (Nuts/Tree/Year)
Dry Zone,Anuradhapura,Tall,11,Rainfed,Loamy Sand,None,Medium,0.6,66
Wet Zone,Galle,Dwarf (CRIC 60),6,Rainfed,Clay Loam,None,Medium,1.0,100
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),7,Rainfed,Reddish Brown Earth,None,Low,0.4,76
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),5,Rainfed,Reddish Brown Earth,None,Medium,0.7,59
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),5,Rainfed,Reddish Brown Earth,None,High,1.0,64
Dry Zone,Anuradhapura,Tall,11,Rainfed,Sandy,None,Medium,0.4,47
Dry Zone,Polonnaruwa,Tall,10,Irrigated,Loamy Sand,Peanut,Low,1.1,59
Intermediate Zone,Puttalam,Dwarf (CRISL 98),7,Rainfed,Reddish Brown Earth,None,Low,0.9,85
Wet Zone,Galle,Dwarf (CRISL 98),6,Irrigated,Sandy Loam,Banana,Medium,0.9,100
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Low,1.0,44
Intermediate Zone,Puttalam,Tall,12,Rainfed,Reddish Brown Earth,None,Low,0.5,54
Dry Zone,Puttalam,Tall,6,Rainfed,Sandy,None,Medium,0.8,28
Wet Zone,Galle,Tall,5,Irrigated,Sandy Loam,Banana,Low,0.9,74
Dry Zone,Puttalam,Dwarf (CRIC 60),4,Rainfed,Sandy,None,Medium,0.9,90
Dry Zone,Puttalam,Dwarf (CRIC 60),4,Irrigated,Loamy Sand,Cowpea,Low,1.0,107
Intermediate Zone,Kurunegala,Tall,12,Rainfed,Reddish Brown Earth,None,Medium,0.3,37
Dry Zone,Anuradhapura,Tall,13,Rainfed,Sandy,None,Low,0.9,60
Wet Zone,Galle,Tall,13,Rainfed,Sandy Loam,None,Medium,0.8,38
Wet Zone,Matara,Tall,5,Rainfed,Clay Loam,None,Low,0.3,63
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),5,Rainfed,Reddish Brown Earth,None,Medium,0.4,84
Intermediate Zone,Kurunegala,Tall,13,Rainfed,Reddish Brown Earth,None,Low,1.0,72
Wet Zone,Galle,Tall,11,Rainfed,Clay Loam,None,Medium,0.5,74
Intermediate Zone,Puttalam,Tall,14,Rainfed,Reddish Brown Earth,None,Low,0.6,50
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.0,94
Dry Zone,Puttalam,Tall,5,Irrigated,Sandy,Peanut,Low,0.9,71
Dry Zone,Puttalam,Tall,7,Rainfed,Sandy,None,Low,1.1,46
Wet Zone,Galle,Tall,10,Rainfed,Clay Loam,None,Medium,0.5,34
Dry Zone,Puttalam,Tall,11,Irrigated,Sandy,Cowpea,Low,1.1,46
Dry Zone,Puttalam,Tall,11,Rainfed,Sandy,None,Low,1.0,38
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),6,Rainfed,Reddish Brown Earth,None,Medium,0.7,81
Wet Zone,Matara,Tall,6,Irrigated,Clay Loam,None,Medium,0.9,54
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),5,Rainfed,Reddish Brown Earth,None,Low,1.0,94
Wet Zone,Kalutara,Dwarf (CRIC 60),3,Rainfed,Sandy Loam,None,Low,0.9,83
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),3,Rainfed,Reddish Brown Earth,None,Low,0.7,70
Dry Zone,Anuradhapura,Tall,5,Irrigated,Sandy,Cowpea,Low,0.9,48
Wet Zone,Matara,Tall,7,Rainfed,Clay Loam,None,High,0.8,61
Wet Zone,Kalutara,Tall,14,Rainfed,Sandy Loam,None,Medium,0.5,32
Wet Zone,Matara,Tall,14,Rainfed,Clay Loam,None,Medium,1.0,70
Intermediate Zone,Puttalam,Tall,5,Rainfed,Reddish Brown Earth,None,Medium,0.7,45
Intermediate Zone,Kurunegala,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,0.7,44
Wet Zone,Matara,Tall,6,Rainfed,Sandy Loam,None,Medium,1.0,67
Intermediate Zone,Kurunegala,Tall,6,Rainfed,Reddish Brown Earth,None,Medium,0.7,74
Dry Zone,Puttalam,Tall,11,Rainfed,Sandy,None,Medium,0.3,63
Wet Zone,Galle,Dwarf (CRIC 60),7,Irrigated,Clay Loam,Banana,High,0.9,86
Intermediate Zone,Puttalam,Tall,6,Irrigated,Reddish Brown Earth,Cassava,Low,1.0,71
Wet Zone,Kalutara,Tall,13,Rainfed,Clay Loam,None,Low,0.5,53
Wet Zone,Matara,Dwarf (CRISL 98),4,Rainfed,Clay Loam,None,Medium,0.8,90
Dry Zone,Puttalam,Dwarf (CRIC 60),6,Rainfed,Sandy,None,Medium,0.5,58
Dry Zone,Anuradhapura,Dwarf (CRIC 60),3,Rainfed,Sandy,None,Medium,0.5,58
Dry Zone,Polonnaruwa,Tall,7,Rainfed,Sandy,None,High,0.7,44
Intermediate Zone,Puttalam,Tall,11,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.1,44
Dry Zone,Polonnaruwa,Tall,8,Rainfed,Loamy Sand,None,Low,0.5,39
Intermediate Zone,Kurunegala,Tall,12,Rainfed,Reddish Brown Earth,None,Low,0.5,72
Wet Zone,Kalutara,Dwarf (CRIC 60),3,Rainfed,Sandy Loam,None,High,0.3,69
Intermediate Zone,Puttalam,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,1.1,62
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),5,Rainfed,Sandy,None,High,0.5,46
Intermediate Zone,Kurunegala,Tall,6,Irrigated,Reddish Brown Earth,Sweet Potato,Low,0.9,81
Wet Zone,Kalutara,Tall,15,Rainfed,Sandy Loam,None,Medium,0.7,31
Intermediate Zone,Puttalam,Dwarf (CRIC 60),4,Irrigated,Reddish Brown Earth,Cassava,Medium,1.1,125
Dry Zone,Anuradhapura,Tall,6,Irrigated,Sandy,Cowpea,High,0.8,41
Dry Zone,Polonnaruwa,Tall,14,Rainfed,Sandy,None,Medium,0.7,27
Wet Zone,Galle,Tall,13,Rainfed,Sandy Loam,None,Medium,1.0,58
Intermediate Zone,Kurunegala,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.9,67
Dry Zone,Polonnaruwa,Tall,7,Rainfed,Sandy,None,Medium,0.4,31
Intermediate Zone,Puttalam,Tall,5,Rainfed,Reddish Brown Earth,None,Medium,1.2,37
Wet Zone,Kalutara,Dwarf (CRIC 60),4,Rainfed,Clay Loam,None,Medium,0.5,81
Intermediate Zone,Kurunegala,Tall,13,Irrigated,Reddish Brown Earth,Sweet Potato,Low,0.9,47
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),6,Rainfed,Reddish Brown Earth,None,Low,0.6,69
Wet Zone,Galle,Dwarf (CRIC 60),6,Rainfed,Clay Loam,None,Medium,0.8,79
Wet Zone,Galle,Dwarf (CRIC 60),4,Rainfed,Sandy Loam,None,Medium,0.7,66
Dry Zone,Anuradhapura,Tall,7,Rainfed,Sandy,None,Medium,0.9,45
Wet Zone,Matara,Tall,13,Rainfed,Clay Loam,None,Medium,0.8,58
Dry Zone,Polonnaruwa,Tall,14,Rainfed,Loamy Sand,None,Low,1.1,54
Wet Zone,Galle,Tall,5,Irrigated,Clay Loam,Pineapple,High,1.0,87
Intermediate Zone,Kurunegala,Tall,8,Rainfed,Reddish Brown Earth,None,Medium,1.2,50
Dry Zone,Puttalam,Tall,8,Rainfed,Loamy Sand,None,Medium,0.4,66
Intermediate Zone,Kurunegala,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,0.9,33
Wet Zone,Galle,Tall,5,Irrigated,Clay Loam,Pineapple,Low,1.0,78
Dry Zone,Puttalam,Dwarf (CRISL 98),6,Rainfed,Sandy,None,Medium,0.3,81
Dry Zone,Anuradhapura,Tall,13,Irrigated,Loamy Sand,None,Low,0.9,34
Intermediate Zone,Puttalam,Tall,12,Rainfed,Reddish Brown Earth,None,Medium,0.9,64
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),7,Rainfed,Reddish Brown Earth,None,Medium,1.0,60
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),7,Rainfed,Sandy,None,Low,0.7,58
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),7,Rainfed,Reddish Brown Earth,None,Low,1.0,94
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Low,1.1,38
Dry Zone,Anuradhapura,Tall,9,Rainfed,Loamy Sand,None,Low,0.5,38
Dry Zone,Anuradhapura,Tall,14,Rainfed,Sandy,None,Medium,0.6,30
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),5,Irrigated,Loamy Sand,Peanut,Low,0.9,79
Intermediate Zone,Kurunegala,Tall,13,Irrigated,Reddish Brown Earth,Cassava,Medium,1.1,60
Intermediate Zone,Puttalam,Tall,14,Irrigated,Reddish Brown Earth,Cassava,Low,0.9,48
Wet Zone,Galle,Tall,15,Rainfed,Clay Loam,None,Low,0.6,41
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),4,Irrigated,Reddish Brown Earth,Cassava,Medium,0.9,93
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Medium,0.7,104
Dry Zone,Anuradhapura,Tall,14,Rainfed,Sandy,None,High,1.1,48
Dry Zone,Puttalam,Tall,6,Rainfed,Loamy Sand,None,Low,1.2,49
Wet Zone,Kalutara,Tall,6,Rainfed,Clay Loam,None,High,0.3,70
Wet Zone,Galle,Tall,11,Rainfed,Sandy Loam,None,Medium,0.7,61
Wet Zone,Kalutara,Tall,14,Irrigated,Clay Loam,Pineapple,Medium,1.1,50
Dry Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Sandy,None,Medium,1.0,90
Wet Zone,Galle,Dwarf (CRISL 98),6,Rainfed,Clay Loam,None,Low,0.4,86
Intermediate Zone,Puttalam,Tall,13,Rainfed,Reddish Brown Earth,None,Low,0.9,64
Dry Zone,Puttalam,Tall,5,Rainfed,Sandy,None,Medium,1.0,45
Wet Zone,Galle,Tall,5,Rainfed,Sandy Loam,None,Medium,0.8,39
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),3,Rainfed,Reddish Brown Earth,None,Medium,0.7,79
Intermediate Zone,Puttalam,Tall,13,Rainfed,Reddish Brown Earth,None,Low,0.5,58
Wet Zone,Galle,Tall,15,Rainfed,Clay Loam,None,Medium,1.0,54
Intermediate Zone,Kurunegala,Tall,13,Irrigated,Reddish Brown Earth,Cassava,Medium,0.8,68
Intermediate Zone,Puttalam,Tall,6,Rainfed,Reddish Brown Earth,None,Low,0.6,36
Wet Zone,Galle,Tall,12,Irrigated,Clay Loam,Banana,Medium,1.0,41
Dry Zone,Polonnaruwa,Tall,6,Rainfed,Sandy,None,Low,0.9,46
Intermediate Zone,Puttalam,Tall,6,Irrigated,Reddish Brown Earth,None,Medium,0.9,86
Dry Zone,Puttalam,Dwarf (CRISL 98),4,Rainfed,Sandy,None,Medium,0.6,60
Wet Zone,Galle,Dwarf (Gon Thembili),7,Rainfed,Clay Loam,None,Low,0.6,80
Wet Zone,Kalutara,Dwarf (Gon Thembili),7,Rainfed,Sandy Loam,None,Medium,0.7,81
Intermediate Zone,Kurunegala,Tall,5,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,0.9,69
Dry Zone,Polonnaruwa,Tall,14,Irrigated,Sandy,Peanut,Low,0.8,43
Wet Zone,Galle,Tall,12,Rainfed,Sandy Loam,None,Medium,0.8,42
Dry Zone,Anuradhapura,Dwarf (CRIC 60),4,Rainfed,Sandy,None,Medium,0.3,57
Wet Zone,Matara,Dwarf (Gon Thembili),4,Irrigated,Clay Loam,Banana,Low,1.0,104
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),7,Rainfed,Reddish Brown Earth,None,Medium,0.8,69
Wet Zone,Galle,Dwarf (Gon Thembili),7,Irrigated,Clay Loam,None,Low,0.8,83
Dry Zone,Polonnaruwa,Tall,7,Rainfed,Loamy Sand,None,Medium,0.6,29
Intermediate Zone,Puttalam,Tall,8,Rainfed,Reddish Brown Earth,None,High,0.7,33
Dry Zone,Polonnaruwa,Tall,10,Rainfed,Loamy Sand,None,Low,0.9,44
Intermediate Zone,Kurunegala,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,0.5,74
Dry Zone,Puttalam,Tall,11,Irrigated,Sandy,Cowpea,Low,0.9,60
Dry Zone,Polonnaruwa,Tall,15,Rainfed,Sandy,None,Low,1.0,44
Intermediate Zone,Kurunegala,Tall,9,Irrigated,Reddish Brown Earth,Cassava,Medium,0.9,83
Intermediate Zone,Puttalam,Tall,5,Irrigated,Reddish Brown Earth,None,Low,1.0,81
Wet Zone,Matara,Dwarf (Gon Thembili),7,Rainfed,Clay Loam,None,Low,1.0,81
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),6,Irrigated,Reddish Brown Earth,None,Low,1.1,103
Intermediate Zone,Puttalam,Tall,14,Rainfed,Reddish Brown Earth,None,Medium,0.9,65
Wet Zone,Matara,Tall,9,Rainfed,Sandy Loam,None,Medium,0.9,56
Wet Zone,Kalutara,Dwarf (CRISL 98),5,Rainfed,Clay Loam,None,Medium,0.4,100
Intermediate Zone,Puttalam,Tall,11,Rainfed,Reddish Brown Earth,None,Low,1.1,63
Intermediate Zone,Kurunegala,Tall,13,Irrigated,Reddish Brown Earth,None,Medium,1.1,82
Wet Zone,Matara,Tall,11,Rainfed,Sandy Loam,None,High,0.4,48
Wet Zone,Kalutara,Tall,10,Rainfed,Sandy Loam,None,Medium,1.1,48
Intermediate Zone,Kurunegala,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.6,40
Intermediate Zone,Kurunegala,Tall,8,Rainfed,Reddish Brown Earth,None,Low,0.4,38
Intermediate Zone,Kurunegala,Tall,12,Rainfed,Reddish Brown Earth,None,Low,0.8,39
Dry Zone,Polonnaruwa,Tall,7,Rainfed,Sandy,None,Medium,1.1,27
Intermediate Zone,Kurunegala,Tall,5,Rainfed,Reddish Brown Earth,None,Low,0.9,54
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),6,Rainfed,Reddish Brown Earth,None,Medium,0.5,69
Dry Zone,Polonnaruwa,Tall,8,Rainfed,Sandy,None,Low,0.9,53
Intermediate Zone,Puttalam,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,0.5,63
Dry Zone,Polonnaruwa,Dwarf (Gon Thembili),5,Rainfed,Sandy,None,High,0.3,69
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.1,118
Dry Zone,Polonnaruwa,Tall,5,Rainfed,Sandy,None,Medium,0.3,51
Dry Zone,Puttalam,Tall,12,Rainfed,Loamy Sand,None,Medium,1.2,53
Dry Zone,Polonnaruwa,Tall,11,Rainfed,Loamy Sand,None,Low,0.9,58
Intermediate Zone,Kurunegala,Tall,11,Rainfed,Reddish Brown Earth,None,Medium,0.9,48
Wet Zone,Galle,Tall,11,Rainfed,Clay Loam,None,High,0.6,75
Dry Zone,Puttalam,Tall,14,Rainfed,Sandy,None,Medium,0.6,58
Wet Zone,Galle,Dwarf (CRISL 98),7,Rainfed,Clay Loam,None,Medium,1.2,89
Intermediate Zone,Kurunegala,Tall,9,Rainfed,Reddish Brown Earth,None,Low,0.5,60
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Medium,0.9,99
Wet Zone,Galle,Dwarf (CRISL 98),5,Irrigated,Sandy Loam,Pineapple,Medium,1.2,106
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),7,Rainfed,Reddish Brown Earth,None,Low,0.6,74
Dry Zone,Polonnaruwa,Tall,8,Irrigated,Sandy,Peanut,Low,1.2,52
Dry Zone,Anuradhapura,Dwarf (CRIC 60),4,Rainfed,Sandy,None,Low,0.5,70
Wet Zone,Galle,Tall,12,Rainfed,Clay Loam,None,Medium,0.4,67
Intermediate Zone,Kurunegala,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,0.9,72
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),6,Irrigated,Reddish Brown Earth,Cassava,Low,0.8,117
Wet Zone,Matara,Tall,6,Irrigated,Clay Loam,Banana,Medium,0.9,73
Dry Zone,Puttalam,Dwarf (CRISL 98),7,Rainfed,Sandy,None,Medium,0.4,86
Wet Zone,Matara,Tall,13,Irrigated,Sandy Loam,None,Medium,0.9,72
Intermediate Zone,Puttalam,Dwarf (CRIC 60),6,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,0.9,122
Wet Zone,Kalutara,Tall,12,Irrigated,Sandy Loam,Banana,High,1.1,77
Dry Zone,Polonnaruwa,Tall,11,Rainfed,Sandy,None,Low,0.6,47
Intermediate Zone,Puttalam,Dwarf (CRIC 60),6,Rainfed,Reddish Brown Earth,None,Medium,0.6,80
Wet Zone,Matara,Tall,7,Rainfed,Sandy Loam,None,Medium,0.7,45
Dry Zone,Puttalam,Tall,10,Rainfed,Sandy,None,Medium,0.4,50
Dry Zone,Puttalam,Tall,7,Rainfed,Sandy,None,Low,0.4,50
Dry Zone,Puttalam,Tall,15,Rainfed,Sandy,None,Medium,0.5,46
Dry Zone,Polonnaruwa,Tall,11,Rainfed,Sandy,None,Medium,1.1,62
Wet Zone,Galle,Tall,9,Rainfed,Sandy Loam,None,Medium,0.6,30
Dry Zone,Puttalam,Tall,10,Rainfed,Loamy Sand,None,Low,0.4,52
Dry Zone,Polonnaruwa,Dwarf (CRISL 98),6,Rainfed,Sandy,None,Medium,0.9,64
Intermediate Zone,Kurunegala,Tall,8,Rainfed,Reddish Brown Earth,None,Low,0.7,66
Wet Zone,Galle,Tall,10,Rainfed,Clay Loam,None,Low,1.1,33
Intermediate Zone,Kurunegala,Tall,10,Irrigated,Reddish Brown Earth,Sweet Potato,Low,1.0,82
Wet Zone,Galle,Dwarf (Gon Thembili),7,Rainfed,Sandy Loam,None,Low,1.1,60
Wet Zone,Galle,Dwarf (CRIC 60),4,Rainfed,Sandy Loam,None,High,0.8,65
Dry Zone,Polonnaruwa,Tall,6,Irrigated,Sandy,None,Low,1.2,76
Dry Zone,Puttalam,Tall,6,Irrigated,Sandy,Peanut,Low,1.0,62
Dry Zone,Anuradhapura,Dwarf (CRIC 60),5,Rainfed,Loamy Sand,None,Medium,0.5,57
Dry Zone,Polonnaruwa,Tall,13,Rainfed,Loamy Sand,None,Medium,1.0,53
Intermediate Zone,Puttalam,Tall,11,Rainfed,Reddish Brown Earth,None,High,0.4,33
Wet Zone,Matara,Tall,10,Rainfed,Sandy Loam,None,Medium,1.1,48
Wet Zone,Matara,Dwarf (CRIC 60),7,Rainfed,Sandy Loam,None,Medium,0.5,69
Intermediate Zone,Kurunegala,Tall,6,Rainfed,Reddish Brown Earth,None,Low,1.2,41
Intermediate Zone,Kurunegala,Tall,13,Irrigated,Reddish Brown Earth,Sweet Potato,Low,1.0,43
Wet Zone,Matara,Dwarf (Gon Thembili),5,Rainfed,Clay Loam,None,Low,0.8,64
Dry Zone,Puttalam,Tall,8,Rainfed,Sandy,None,Low,0.4,28
Wet Zone,Matara,Dwarf (CRISL 98),7,Rainfed,Sandy Loam,None,Medium,0.4,71
Wet Zone,Galle,Tall,13,Rainfed,Sandy Loam,None,High,1.2,62
Dry Zone,Polonnaruwa,Tall,7,Rainfed,Loamy Sand,None,Medium,0.5,60
Intermediate Zone,Puttalam,Tall,6,Rainfed,Reddish Brown Earth,None,Medium,0.5,42
Intermediate Zone,Puttalam,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Low,0.8,105
Wet Zone,Galle,Tall,5,Rainfed,Sandy Loam,None,High,0.8,55
Intermediate Zone,Kurunegala,Tall,7,Rainfed,Reddish Brown Earth,None,Low,1.0,51
Intermediate Zone,Puttalam,Dwarf (CRIC 60),3,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.0,120
Dry Zone,Puttalam,Dwarf (CRISL 98),4,Rainfed,Sandy,None,Low,0.6,83
Wet Zone,Matara,Tall,10,Rainfed,Sandy Loam,None,Medium,1.1,42
Wet Zone,Matara,Dwarf (CRISL 98),4,Rainfed,Clay Loam,None,High,0.3,85
Intermediate Zone,Kurunegala,Tall,13,Rainfed,Reddish Brown Earth,None,Low,1.2,36
Wet Zone,Matara,Dwarf (Gon Thembili),5,Rainfed,Sandy Loam,None,Medium,0.4,90
Wet Zone,Galle,Tall,6,Irrigated,Clay Loam,Pineapple,Low,0.8,66
Intermediate Zone,Puttalam,Dwarf (CRISL 98),5,Rainfed,Reddish Brown Earth,None,Medium,1.2,81
Wet Zone,Galle,Tall,15,Rainfed,Sandy Loam,None,High,1.1,48
Intermediate Zone,Puttalam,Dwarf (CRISL 98),4,Rainfed,Reddish Brown Earth,None,Low,0.3,76
Dry Zone,Anuradhapura,Dwarf (CRISL 98),6,Rainfed,Sandy,None,Low,0.8,78
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),4,Rainfed,Reddish Brown Earth,None,Medium,0.3,84
Dry Zone,Anuradhapura,Tall,15,Rainfed,Loamy Sand,None,Medium,0.6,51
Wet Zone,Matara,Dwarf (CRISL 98),5,Irrigated,Sandy Loam,Pineapple,Medium,1.0,96
Intermediate Zone,Kurunegala,Tall,13,Rainfed,Reddish Brown Earth,None,Medium,0.3,45
Dry Zone,Polonnaruwa,Tall,7,Irrigated,Loamy Sand,None,Low,1.0,50
Dry Zone,Anuradhapura,Dwarf (CRISL 98),6,Rainfed,Sandy,None,Medium,0.6,76
Wet Zone,Matara,Dwarf (CRIC 60),6,Irrigated,Sandy Loam,Pineapple,Medium,1.1,82
Dry Zone,Polonnaruwa,Tall,15,Rainfed,Sandy,None,Medium,0.4,63
Wet Zone,Kalutara,Dwarf (CRIC 60),6,Rainfed,Clay Loam,None,Low,0.6,96
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,Medium,0.7,84
Intermediate Zone,Kurunegala,Tall,12,Rainfed,Reddish Brown Earth,None,Medium,0.7,55
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),6,Rainfed,Reddish Brown Earth,None,Low,0.8,85
Intermediate Zone,Kurunegala,Tall,15,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.2,60
Intermediate Zone,Kurunegala,Tall,9,Irrigated,Reddish Brown Earth,Sweet Potato,Low,0.8,47
Intermediate Zone,Puttalam,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,0.5,70
Intermediate Zone,Kurunegala,Tall,10,Irrigated,Reddish Brown Earth,Sweet Potato,Low,0.9,39
Dry Zone,Anuradhapura,Tall,8,Rainfed,Loamy Sand,None,High,0.4,59
Intermediate Zone,Puttalam,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,Medium,1.2,65
Intermediate Zone,Puttalam,Tall,12,Rainfed,Reddish Brown Earth,None,Medium,0.6,35
Wet Zone,Matara,Dwarf (CRIC 60),5,Rainfed,Sandy Loam,None,Low,0.7,95
Wet Zone,Galle,Dwarf (Gon Thembili),3,Rainfed,Sandy Loam,None,Medium,1.0,70
Intermediate Zone,Puttalam,Dwarf (CRISL 98),3,Rainfed,Reddish Brown Earth,None,Low,1.1,69
Dry Zone,Puttalam,Dwarf (CRIC 60),3,Rainfed,Sandy,None,Low,1.2,67
Dry Zone,Puttalam,Tall,12,Rainfed,Sandy,None,Low,0.3,59
Dry Zone,Polonnaruwa,Tall,8,Irrigated,Loamy Sand,Cowpea,Medium,1.1,50
Dry Zone,Polonnaruwa,Tall,5,Rainfed,Loamy Sand,None,Medium,0.7,64
Dry Zone,Anuradhapura,Tall,5,Rainfed,Loamy Sand,None,Low,1.0,29
Wet Zone,Kalutara,Tall,8,Irrigated,Sandy Loam,Pineapple,High,1.1,48
Intermediate Zone,Puttalam,Tall,12,Rainfed,Reddish Brown Earth,None,Low,1.0,65
Wet Zone,Matara,Dwarf (CRIC 60),4,Irrigated,Sandy Loam,None,Low,1.0,78
Dry Zone,Polonnaruwa,Dwarf (CRISL 98),3,Rainfed,Sandy,None,Medium,0.4,77
Wet Zone,Galle,Tall,12,Irrigated,Sandy Loam,Banana,High,0.9,56
Wet Zone,Kalutara,Tall,15,Irrigated,Clay Loam,Pineapple,Medium,1.0,92
Intermediate Zone,Puttalam,Tall,13,Rainfed,Reddish Brown Earth,None,Low,0.7,69
Dry Zone,Puttalam,Tall,14,Rainfed,Sandy,None,Low,0.7,50
Wet Zone,Matara,Dwarf (Gon Thembili),3,Rainfed,Sandy Loam,None,High,0.9,74
Dry Zone,Puttalam,Tall,13,Rainfed,Sandy,None,Low,1.0,47
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),3,Rainfed,Sandy,None,High,0.6,51
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),6,Rainfed,Reddish Brown Earth,None,Medium,1.1,79
Intermediate Zone,Kurunegala,Tall,11,Rainfed,Reddish Brown Earth,None,Medium,0.4,33
Wet Zone,Galle,Tall,7,Rainfed,Sandy Loam,None,Medium,0.5,68
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),7,Irrigated,Reddish Brown Earth,None,Medium,0.9,89
Wet Zone,Matara,Dwarf (CRISL 98),5,Rainfed,Clay Loam,None,High,1.2,90
Wet Zone,Galle,Tall,9,Rainfed,Sandy Loam,None,Low,1.2,38
Intermediate Zone,Kurunegala,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,0.8,48
Dry Zone,Anuradhapura,Tall,12,Rainfed,Loamy Sand,None,Medium,0.6,47
Dry Zone,Anuradhapura,Tall,11,Rainfed,Sandy,None,Low,1.2,31
Dry Zone,Anuradhapura,Tall,5,Rainfed,Sandy,None,Low,0.4,28
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),3,Irrigated,Reddish Brown Earth,None,Low,1.0,103
Wet Zone,Matara,Tall,8,Rainfed,Clay Loam,None,Medium,0.3,61
Intermediate Zone,Kurunegala,Tall,13,Rainfed,Reddish Brown Earth,None,Medium,0.9,55
Wet Zone,Galle,Tall,14,Rainfed,Clay Loam,None,Low,0.8,75
Dry Zone,Anuradhapura,Tall,6,Irrigated,Sandy,Peanut,Medium,1.0,36
Dry Zone,Puttalam,Tall,14,Rainfed,Sandy,None,Low,0.8,56
Wet Zone,Galle,Tall,11,Rainfed,Clay Loam,None,Medium,1.1,66
Dry Zone,Polonnaruwa,Tall,11,Irrigated,Loamy Sand,None,Medium,0.9,46
Dry Zone,Puttalam,Tall,15,Rainfed,Loamy Sand,None,Low,1.2,31
Wet Zone,Matara,Tall,10,Rainfed,Sandy Loam,None,Low,0.4,64
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),6,Irrigated,Loamy Sand,Cowpea,Medium,1.0,75
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),5,Rainfed,Loamy Sand,None,Medium,0.3,76
Intermediate Zone,Puttalam,Tall,6,Rainfed,Reddish Brown Earth,None,Medium,0.9,47
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Medium,1.2,90
Wet Zone,Galle,Tall,14,Rainfed,Sandy Loam,None,Medium,0.8,52
Intermediate Zone,Kurunegala,Tall,8,Irrigated,Reddish Brown Earth,Cassava,Medium,0.9,57
Dry Zone,Puttalam,Tall,15,Rainfed,Sandy,None,Low,0.5,58
Wet Zone,Galle,Tall,13,Rainfed,Clay Loam,None,High,1.0,51
Dry Zone,Anuradhapura,Tall,12,Irrigated,Loamy Sand,None,Low,1.1,49
